,UniqueID,no_intake_question,no_retest1_question,no_retest2_question,SET_program_num,ETO_PROGRAM,SET_admin_num,baseline_type,enroll_SET_type_num,enroll_SET_type,cycle_1_1,cycle_1_2,phase_1_1,phase_1_2,cycle_new,phase_new,newly_enrolled,early_or_end,intake,retest,GRYD_Zone_num,INTERVIEW_DATE_FB,ENROLLMENT_DATE_1,AGE_1_FB,SEX_1,GROUP_POSITION_1,group_position,TATTOO_REMOVE_1,comments_page1_1,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,group_name_part2,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,X18,X19,X20,X21,X22,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,X10,X11,X12,X13,X14,X15,X16,X17,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS
1236,45769, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,7/9/2018,6/20/2018,14,2,4,4,0,Blank,1.0,0.0,0.0,21.0,21.0,0.0,2.0,YES program,1.0,1.0,1,1.0,0.0,0.0,777,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,"Yes, fights","Yes, hanging around my couisn more.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,777,1.0,1.0,7.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,,3.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,Friends,1.0,14.0,0.0,,3.0,16.0,14.0,17.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,3.0,1.0,9.0,3.0,1.0,9.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,Blank,999,Hollenbeck 2-20-210-2,7/9/2018, ,2.0,2.0,2.0,2.0,2.0,Client is working on goals and requires mentorship.
1237,47100, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,9/27/2018,9/12/2018,16,2,3,3,0,Blank,0.0,0.0,0.0,30.0,3.0,0.0,2.0,"YES, program",2.0,1.0,1,1.0,0.0,1.0,Issues with parents and school,1.0,3.0,5.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1,5,5,777,1.0,2.0,7.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,Friends,1.0,8.0,1.0,14.0,5.0,16.0,16.0,17.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,3,1.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,3.0,9.0,0.0,9.0,9.0,1.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,Blank,999,Hollenbeck 2-20-214-2,9/27/2018,10/2/2018,2.0,3.0,2.0,4.0,1.0,Client is doing much beeter since she has been in the program.
1238,47519, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,10/3/2018,10/3/2018,14,1,3,3,0,Blank,0.0,0.0,0.0,35.0,5.0,0.0,0.0,777,3.0,1.0,1,0.0,0.0,0.0,777,0.0,3.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,4.0,1.0,3.0,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,5,6,777,1.0,1.0,2.0,4.0,5.0,2.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,School friends,0.0,777,1.0,Homies,0,Friends,,,,,,,,1,,,,,,,,,,,,,,,,,3.0,9.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,4.0,1.0,3.0,3.0,Pages 9-11,999,Hollenbeck 2-20-216-2,10/3/2018,10/3/2018,2.0,3.0,3.0,2.0,4.0,We enroll this clien because him started acting RG crew mother want to work with them get in trouble vin robery cat. Sametimes LAPD. We started wrokring with them told them to doing good parents don't last housing
1239,49013, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,1/30/2019,1/18/2019,14,2,3,3,0,Blank,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"YES, program",7.0,7.0,7,1.0,1.0,1.0,Family and school,1.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,"Yes, getting into trouble with school",No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,5,3,777,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,Friends,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,777,0.0,777,0.0,777,999,No other group,0.0,,,,,,, ,,,,,,,,,,,,,,,,,2.0,3.0,9.0,2.0,0.0,9.0,3.0,5.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,Blank,999, , , ,,,,,,Blank
1240,48907, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,2/7/2019,1/15/2019,16,1,3,3,0,Blank,0.0,0.0,0.0,2.0,0.0,0.0,2.0,"Job readiness, financial literacy",0.0,0.0,0,0.0,0.0,0.0,777,0.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,4.0,5.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1,5,2,777,1.0,2.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,5.0,,4.0,4.0,1.0,4.0,1.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,Friends,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,777,0.0,777,0.0,777,999,No other group,0.0,,,,,,, ,,,,,,,,,,,,,,,,,3.0,2.0,9.0,2.0,0.0,9.0,0.0,1.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,Blank,999, , , ,,,,,,Blank
1241,47923, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,10/30/2018,10/30/2018,19,1,3,3,0,Blank,0.0,0.0,0.0,9.0,5.0,0.0,3.0,Basketball,6.0,3.0,3,1.0,0.0,1.0,"Break up, Losing job",0.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,5,3,777,1.0,1.0,7.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,School friends,0.0,777,1.0,Friends,0,Friends,,,,,,,,3,,,,,,,,,,,,,,,,,2.0,9.0,3.0,4.0,0.0,4.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,4.0,Blank,999,Hollenbeck 2-20-224-2,10/30/2018,10/30/2018,3.0,4.0,0.0,4.0,0.0,Client has and is improving well.
1242,46531, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,10/3/2018,8/2/2018,21,1,3,3,0,Blank,0.0,0.0,0.0,30.0,20.0,0.0,0.0,777,0.0,0.0,0,1.0,0.0,0.0,777,0.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1,10,5,777,1.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,3.0,4.0,Blank,999,Hollenbeck 2-20-227-1,10/3/2018,10/3/2018,1.0,3.0,0.0,4.0,0.0,client is doing good. Client attends Long Beach College and is currently helping set up an advit league in his community.
1243,49927, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,3/8/2019,3/8/2019,17,2,3,3,0,Blank,0.0,0.0,0.0,30.0,0.0,0.0,2.0,"YES, program",3.0,0.0,0,0.0,0.0,1.0,Anxiety,1.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1,5,6,777,1.0,1.0,7.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,Friends,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,999,No other group,0.0,,,,,,, ,,,,,,,,,,,,,,,,,1.0,2.0,9.0,1.0,0.0,9.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,Blank,999, , , ,,,,,,Blank
1244,46738, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,10/2/2018,8/17/2018,23,1,3,3,0,Blank,0.0,0.0,0.0,40.0,0.0,40.0,0.0,777,2.0,2.0,2,1.0,1.0,0.0,777,0.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,3,5,6,777,1.0,3.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,3.0,4.0,Blank,999,Hollenbeck 2-20-229-1,10/2/2018,10/2/2018,1.0,4.0,0.0,4.0,0.0,Client is starting to open more
1245,35833, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,8,11/2/2016,10/6/2016,19,1,4,4,0,Blank,1.0,0.0,0.0,0.0,0.0,0.0,0.0,777,4.0,2.0,2,0.0,0.0,1.0,Trouble w/ the fam.,0.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,Nothing,Committed relationship,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0,31,23,777,1.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,Friends,1.0,12.0,0.0,,6.0,21.0,16.0,89.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,3.0,3.0,9.0,3.0,4.0,9.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,Blank,777,Hollenbeck 2-20-23-3,11/2/2016,11/2/2016,1.0,2.0,0.0,4.0,2.0,Ct is currently working in an agency that SEA helped out with it is interested in going back to school.
1246,47827, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,10/24/2018,10/24/2018,22,1,3,3,0,Blank,0.0,0.0,0.0,20.0,3.0,0.0,2.0,Basketball,3.0,1.0,1,1.0,0.0,0.0,777,0.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,1.0,3.0,5.0,0.0,,0.0,,1.0,90.0,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0,5,4,777,1.0,2.0,7.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,777,0.0,777,1.0,Friends,0,Friends,,,,,,,, ,,,,,,,,,,,,,,,,,2.0,9.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,4.0,1.0,3.0,3.0,Pages 9-11,999,Hollenbeck 2-20-231-2,10/24/2018,10/24/2018,2.0,2.0,0.0,4.0,0.0,Since client has joined program client has faithfully attended the basketball game at Hazard Park. Client also enroll into community college for architecture
1247,31828, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,8,4/5/2016,3/1/2016,16,2,1,1,0,Blank,1.0,1.0,0.0,8.0,10.0,0.0,0.0,777,6.0,2.0,2,0.0,0.0,0.0,777,0.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,No group,777,777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,11.0,10.0,2,31,5,777,1.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,3.0,2.0,0.0,4.0,,3.0,4.0,Blank,777,Hollenbeck 2-20-27-2,4/5/2016,4/5/2016,1.0,4.0,1.0,3.0,0.0,"CT showing progress, more responsible."
1248,41787, , , ,1,1,1, ,1,intake,1,777,3,777,1,3,1,777,1,777,8,11/9/2017,9/27/2017,18,1,4,4,0,Blank,0.0,0.0,0.0,5.0,6.0,0.0,0.0,777,3.0,1.0,1,1.0,0.0,0.0,777,0.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,4,5,3,777,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,Friends,1.0,13.0,0.0,,4.0,17.0,12.0,22.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,3,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,3.0,9.0,3.0,1.0,9.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,G18-G23 all questions related to his crew. He hesitated answering them.,999,Hollenbeck 2-20-29-3,11/9/2017,11/13/2017,1.0,3.0,1.0,4.0,0.0,Client is progressing well.
1249,31254, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,8,3/15/2016,2/10/2016,16,1,4,4,0,Blank,1.0,0.0,0.0,28.0,0.0,0.0,15.0,Job preparation,7.0,2.0,2,1.0,0.0,0.0,777,0.0,1.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,Homies,All of the above,Yes. Baby on the way.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,3,20,8,777,1.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,Homies,1.0,13.0,1.0,15.0,6.0,25.0,15.0,49.0,1.0,1.0,3.0,3.0,2.0,3.0,5.0,3.0,3,7.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,Good role models,0.0,777,0.0,777,0,Good role models,1.0,4.0,4.0,4.0,7.0,3.0,2.0,2,5.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,0.0,0.0,4.0,6.0,4.0,2.0,0.0,1.0,1.0,3.0,4.0,Blank,777,Hollenbeck 2-20-30-2,3/15/2016,3/15/2016,2.0,4.0,4.0,1.0,3.0,This client has improved in his studies to get work permit. Client is currently attending a job training.
1250,42942, , , ,1,1,2, ,1,intake,1,777,2,777,1,2,1,777,1,777,8,12/18/2017,11/30/2017,18,1,3,3,0,Blank,1.0,1.0,0.0,40.0,0.0,40.0,0.0,777,7.0,1.0,1,1.0,0.0,0.0,777,0.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,No group,777,777,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,4,10,8,777,1.0,1.0,7.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,coworkers,0.0,777,0.0,777,0,coworkers,1.0,2.0,2.0,0.0,1.0,5.0,0.0,1,4.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,9.0,1.0,0.0,9.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,1.0,3.0,"pages 5, 9, 10 and 11",777,Hollenbeck 2-20-30-3,12/18/2017,12/20/2017,1.0,4.0,0.0,4.0,0.0,The client is set in transforming  his life completely
